case_id,image_path,mask_path,boxes_path
training_meningioma_Tr-me_224,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_224.jpg,,
training_meningioma_Tr-me_225,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_225.jpg,,
training_meningioma_Tr-me_226,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_226.jpg,,
training_meningioma_Tr-me_227,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_227.jpg,,
training_meningioma_Tr-me_228,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_228.jpg,,
training_meningioma_Tr-me_229,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_229.jpg,,
training_meningioma_Tr-me_23,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_23.jpg,,
training_meningioma_Tr-me_230,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_230.jpg,,
training_meningioma_Tr-me_231,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_231.jpg,,
training_meningioma_Tr-me_232,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_232.jpg,,
training_meningioma_Tr-me_233,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_233.jpg,,
training_meningioma_Tr-me_234,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_234.jpg,,
training_meningioma_Tr-me_235,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_235.jpg,,
training_meningioma_Tr-me_236,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_236.jpg,,
training_meningioma_Tr-me_237,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_237.jpg,,
training_meningioma_Tr-me_238,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_238.jpg,,
training_meningioma_Tr-me_239,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_239.jpg,,
training_meningioma_Tr-me_24,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_24.jpg,,
training_meningioma_Tr-me_240,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_240.jpg,,
training_meningioma_Tr-me_241,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_241.jpg,,
training_meningioma_Tr-me_242,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_242.jpg,,
training_meningioma_Tr-me_243,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_243.jpg,,
training_meningioma_Tr-me_244,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_244.jpg,,
training_meningioma_Tr-me_245,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_245.jpg,,
training_meningioma_Tr-me_246,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_246.jpg,,
training_meningioma_Tr-me_247,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_247.jpg,,
training_meningioma_Tr-me_248,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_248.jpg,,
training_meningioma_Tr-me_249,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_249.jpg,,
training_meningioma_Tr-me_25,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_25.jpg,,
training_meningioma_Tr-me_250,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_250.jpg,,
training_meningioma_Tr-me_251,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_251.jpg,,
training_meningioma_Tr-me_252,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_252.jpg,,
training_meningioma_Tr-me_253,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_253.jpg,,
training_meningioma_Tr-me_254,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_254.jpg,,
training_meningioma_Tr-me_255,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_255.jpg,,
training_meningioma_Tr-me_256,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_256.jpg,,
training_meningioma_Tr-me_257,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_257.jpg,,
training_meningioma_Tr-me_258,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_258.jpg,,
training_meningioma_Tr-me_259,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_259.jpg,,
training_meningioma_Tr-me_26,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_26.jpg,,
training_meningioma_Tr-me_260,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_260.jpg,,
training_meningioma_Tr-me_261,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_261.jpg,,
training_meningioma_Tr-me_262,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_262.jpg,,
training_meningioma_Tr-me_263,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_263.jpg,,
training_meningioma_Tr-me_264,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_264.jpg,,
training_meningioma_Tr-me_265,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_265.jpg,,
training_meningioma_Tr-me_266,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_266.jpg,,
training_meningioma_Tr-me_267,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_267.jpg,,
training_meningioma_Tr-me_268,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_268.jpg,,
training_meningioma_Tr-me_269,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_269.jpg,,
training_meningioma_Tr-me_27,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_27.jpg,,
training_meningioma_Tr-me_270,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_270.jpg,,
training_meningioma_Tr-me_271,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_271.jpg,,
training_meningioma_Tr-me_272,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_272.jpg,,
training_meningioma_Tr-me_273,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_273.jpg,,
training_meningioma_Tr-me_274,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_274.jpg,,
training_meningioma_Tr-me_275,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_275.jpg,,
training_meningioma_Tr-me_276,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_276.jpg,,
training_meningioma_Tr-me_277,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_277.jpg,,
training_meningioma_Tr-me_278,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_278.jpg,,
training_meningioma_Tr-me_279,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_279.jpg,,
training_meningioma_Tr-me_28,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_28.jpg,,
training_meningioma_Tr-me_280,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_280.jpg,,
training_meningioma_Tr-me_281,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_281.jpg,,
training_meningioma_Tr-me_282,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_282.jpg,,
training_meningioma_Tr-me_283,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_283.jpg,,
training_meningioma_Tr-me_284,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_284.jpg,,
training_meningioma_Tr-me_285,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_285.jpg,,
training_meningioma_Tr-me_286,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_286.jpg,,
training_meningioma_Tr-me_287,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_287.jpg,,
training_meningioma_Tr-me_288,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_288.jpg,,
training_meningioma_Tr-me_289,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_289.jpg,,
training_meningioma_Tr-me_29,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_29.jpg,,
training_meningioma_Tr-me_290,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_290.jpg,,
training_meningioma_Tr-me_291,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_291.jpg,,
training_meningioma_Tr-me_292,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_292.jpg,,
training_meningioma_Tr-me_293,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_293.jpg,,
training_meningioma_Tr-me_294,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_294.jpg,,
training_meningioma_Tr-me_295,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_295.jpg,,
training_meningioma_Tr-me_296,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_296.jpg,,
training_meningioma_Tr-me_297,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_297.jpg,,
training_meningioma_Tr-me_298,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_298.jpg,,
training_meningioma_Tr-me_299,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_299.jpg,,
training_meningioma_Tr-me_3,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_3.jpg,,
training_meningioma_Tr-me_30,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_30.jpg,,
training_meningioma_Tr-me_300,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_300.jpg,,
training_meningioma_Tr-me_301,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_301.jpg,,
training_meningioma_Tr-me_302,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_302.jpg,,
training_meningioma_Tr-me_303,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_303.jpg,,
training_meningioma_Tr-me_304,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_304.jpg,,
training_meningioma_Tr-me_305,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_305.jpg,,
training_meningioma_Tr-me_306,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_306.jpg,,
training_meningioma_Tr-me_307,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_307.jpg,,
training_meningioma_Tr-me_308,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_308.jpg,,
training_meningioma_Tr-me_309,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_309.jpg,,
training_meningioma_Tr-me_31,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_31.jpg,,
training_meningioma_Tr-me_310,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_310.jpg,,
training_meningioma_Tr-me_311,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_311.jpg,,
training_meningioma_Tr-me_312,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_312.jpg,,
training_meningioma_Tr-me_313,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_313.jpg,,
training_meningioma_Tr-me_314,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_314.jpg,,
training_meningioma_Tr-me_315,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_315.jpg,,
training_meningioma_Tr-me_316,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_316.jpg,,
training_meningioma_Tr-me_317,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_317.jpg,,
training_meningioma_Tr-me_318,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_318.jpg,,
training_meningioma_Tr-me_319,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_319.jpg,,
training_meningioma_Tr-me_32,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_32.jpg,,
training_meningioma_Tr-me_320,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_320.jpg,,
training_meningioma_Tr-me_321,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_321.jpg,,
training_meningioma_Tr-me_322,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_322.jpg,,
training_meningioma_Tr-me_323,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_323.jpg,,
training_meningioma_Tr-me_324,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_324.jpg,,
training_meningioma_Tr-me_325,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_325.jpg,,
training_meningioma_Tr-me_326,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_326.jpg,,
training_meningioma_Tr-me_327,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_327.jpg,,
training_meningioma_Tr-me_328,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_328.jpg,,
training_meningioma_Tr-me_329,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_329.jpg,,
training_meningioma_Tr-me_33,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_33.jpg,,
training_meningioma_Tr-me_330,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_330.jpg,,
training_meningioma_Tr-me_331,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_331.jpg,,
training_meningioma_Tr-me_332,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_332.jpg,,
training_meningioma_Tr-me_333,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_333.jpg,,
training_meningioma_Tr-me_334,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_334.jpg,,
training_meningioma_Tr-me_335,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_335.jpg,,
training_meningioma_Tr-me_336,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_336.jpg,,
training_meningioma_Tr-me_337,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_337.jpg,,
training_meningioma_Tr-me_338,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_338.jpg,,
training_meningioma_Tr-me_339,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_339.jpg,,
training_meningioma_Tr-me_34,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_34.jpg,,
training_meningioma_Tr-me_340,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_340.jpg,,
training_meningioma_Tr-me_341,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_341.jpg,,
training_meningioma_Tr-me_342,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_342.jpg,,
training_meningioma_Tr-me_343,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_343.jpg,,
training_meningioma_Tr-me_344,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_344.jpg,,
training_meningioma_Tr-me_345,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_345.jpg,,
training_meningioma_Tr-me_346,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_346.jpg,,
training_meningioma_Tr-me_347,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_347.jpg,,
training_meningioma_Tr-me_348,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_348.jpg,,
training_meningioma_Tr-me_349,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_349.jpg,,
training_meningioma_Tr-me_35,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_35.jpg,,
training_meningioma_Tr-me_350,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_350.jpg,,
training_meningioma_Tr-me_351,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_351.jpg,,
training_meningioma_Tr-me_352,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_352.jpg,,
training_meningioma_Tr-me_353,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_353.jpg,,
training_meningioma_Tr-me_354,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_354.jpg,,
training_meningioma_Tr-me_355,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_355.jpg,,
training_meningioma_Tr-me_356,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_356.jpg,,
training_meningioma_Tr-me_357,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_357.jpg,,
training_meningioma_Tr-me_358,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_358.jpg,,
training_meningioma_Tr-me_359,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_359.jpg,,
training_meningioma_Tr-me_36,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_36.jpg,,
training_meningioma_Tr-me_360,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_360.jpg,,
training_meningioma_Tr-me_361,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_361.jpg,,
training_meningioma_Tr-me_362,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_362.jpg,,
training_meningioma_Tr-me_363,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_363.jpg,,
training_meningioma_Tr-me_364,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_364.jpg,,
training_meningioma_Tr-me_365,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_365.jpg,,
training_meningioma_Tr-me_366,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_366.jpg,,
training_meningioma_Tr-me_367,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_367.jpg,,
training_meningioma_Tr-me_368,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_368.jpg,,
training_meningioma_Tr-me_369,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_369.jpg,,
training_meningioma_Tr-me_37,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_37.jpg,,
training_meningioma_Tr-me_370,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_370.jpg,,
training_meningioma_Tr-me_371,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_371.jpg,,
training_meningioma_Tr-me_372,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_372.jpg,,
training_meningioma_Tr-me_373,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_373.jpg,,
training_meningioma_Tr-me_374,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_374.jpg,,
training_meningioma_Tr-me_375,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_375.jpg,,
training_meningioma_Tr-me_376,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_376.jpg,,
training_meningioma_Tr-me_377,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_377.jpg,,
training_meningioma_Tr-me_378,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_378.jpg,,
training_meningioma_Tr-me_379,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_379.jpg,,
training_meningioma_Tr-me_38,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_38.jpg,,
training_meningioma_Tr-me_380,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_380.jpg,,
training_meningioma_Tr-me_381,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_381.jpg,,
training_meningioma_Tr-me_382,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_382.jpg,,
training_meningioma_Tr-me_383,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_383.jpg,,
training_meningioma_Tr-me_384,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_384.jpg,,
training_meningioma_Tr-me_385,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_385.jpg,,
training_meningioma_Tr-me_386,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_386.jpg,,
training_meningioma_Tr-me_387,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_387.jpg,,
training_meningioma_Tr-me_388,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_388.jpg,,
training_meningioma_Tr-me_389,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_389.jpg,,
training_meningioma_Tr-me_39,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_39.jpg,,
training_meningioma_Tr-me_390,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_390.jpg,,
training_meningioma_Tr-me_391,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_391.jpg,,
training_meningioma_Tr-me_392,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_392.jpg,,
training_meningioma_Tr-me_393,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_393.jpg,,
training_meningioma_Tr-me_394,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_394.jpg,,
training_meningioma_Tr-me_395,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_395.jpg,,
training_meningioma_Tr-me_396,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_396.jpg,,
training_meningioma_Tr-me_397,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_397.jpg,,
training_meningioma_Tr-me_398,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_398.jpg,,
training_meningioma_Tr-me_399,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_399.jpg,,
training_meningioma_Tr-me_4,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_4.jpg,,
training_meningioma_Tr-me_40,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_40.jpg,,
training_meningioma_Tr-me_400,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_400.jpg,,
training_meningioma_Tr-me_401,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_401.jpg,,
training_meningioma_Tr-me_402,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_402.jpg,,
training_meningioma_Tr-me_403,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_403.jpg,,
training_meningioma_Tr-me_404,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_404.jpg,,
training_meningioma_Tr-me_405,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_405.jpg,,
training_meningioma_Tr-me_406,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_406.jpg,,
training_meningioma_Tr-me_407,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_407.jpg,,
training_meningioma_Tr-me_408,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_408.jpg,,
training_meningioma_Tr-me_409,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_409.jpg,,
training_meningioma_Tr-me_41,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_41.jpg,,
training_meningioma_Tr-me_410,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_410.jpg,,
training_meningioma_Tr-me_411,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_411.jpg,,
training_meningioma_Tr-me_412,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_412.jpg,,
training_meningioma_Tr-me_413,/Users/zak/university/e-health/data/brain_tumor_mri_dataset/Training/meningioma/Tr-me_413.jpg,,
