case_id,image_path,mask_path,boxes_path
benign_benign_287,data/Dataset_BUSI_with_GT/benign/benign (287).png,manifests/prepared/busi_masks/benign/benign (287)_combined_mask.png,
benign_benign_288,data/Dataset_BUSI_with_GT/benign/benign (288).png,manifests/prepared/busi_masks/benign/benign (288)_combined_mask.png,
benign_benign_289,data/Dataset_BUSI_with_GT/benign/benign (289).png,manifests/prepared/busi_masks/benign/benign (289)_combined_mask.png,
benign_benign_29,data/Dataset_BUSI_with_GT/benign/benign (29).png,manifests/prepared/busi_masks/benign/benign (29)_combined_mask.png,
benign_benign_290,data/Dataset_BUSI_with_GT/benign/benign (290).png,manifests/prepared/busi_masks/benign/benign (290)_combined_mask.png,
benign_benign_291,data/Dataset_BUSI_with_GT/benign/benign (291).png,manifests/prepared/busi_masks/benign/benign (291)_combined_mask.png,
benign_benign_292,data/Dataset_BUSI_with_GT/benign/benign (292).png,manifests/prepared/busi_masks/benign/benign (292)_combined_mask.png,
benign_benign_293,data/Dataset_BUSI_with_GT/benign/benign (293).png,manifests/prepared/busi_masks/benign/benign (293)_combined_mask.png,
benign_benign_294,data/Dataset_BUSI_with_GT/benign/benign (294).png,manifests/prepared/busi_masks/benign/benign (294)_combined_mask.png,
benign_benign_295,data/Dataset_BUSI_with_GT/benign/benign (295).png,manifests/prepared/busi_masks/benign/benign (295)_combined_mask.png,
benign_benign_296,data/Dataset_BUSI_with_GT/benign/benign (296).png,manifests/prepared/busi_masks/benign/benign (296)_combined_mask.png,
benign_benign_297,data/Dataset_BUSI_with_GT/benign/benign (297).png,manifests/prepared/busi_masks/benign/benign (297)_combined_mask.png,
benign_benign_298,data/Dataset_BUSI_with_GT/benign/benign (298).png,manifests/prepared/busi_masks/benign/benign (298)_combined_mask.png,
benign_benign_299,data/Dataset_BUSI_with_GT/benign/benign (299).png,manifests/prepared/busi_masks/benign/benign (299)_combined_mask.png,
benign_benign_3,data/Dataset_BUSI_with_GT/benign/benign (3).png,manifests/prepared/busi_masks/benign/benign (3)_combined_mask.png,
benign_benign_30,data/Dataset_BUSI_with_GT/benign/benign (30).png,manifests/prepared/busi_masks/benign/benign (30)_combined_mask.png,
benign_benign_300,data/Dataset_BUSI_with_GT/benign/benign (300).png,manifests/prepared/busi_masks/benign/benign (300)_combined_mask.png,
benign_benign_301,data/Dataset_BUSI_with_GT/benign/benign (301).png,manifests/prepared/busi_masks/benign/benign (301)_combined_mask.png,
benign_benign_302,data/Dataset_BUSI_with_GT/benign/benign (302).png,manifests/prepared/busi_masks/benign/benign (302)_combined_mask.png,
benign_benign_303,data/Dataset_BUSI_with_GT/benign/benign (303).png,manifests/prepared/busi_masks/benign/benign (303)_combined_mask.png,
benign_benign_304,data/Dataset_BUSI_with_GT/benign/benign (304).png,manifests/prepared/busi_masks/benign/benign (304)_combined_mask.png,
benign_benign_305,data/Dataset_BUSI_with_GT/benign/benign (305).png,manifests/prepared/busi_masks/benign/benign (305)_combined_mask.png,
benign_benign_306,data/Dataset_BUSI_with_GT/benign/benign (306).png,manifests/prepared/busi_masks/benign/benign (306)_combined_mask.png,
benign_benign_307,data/Dataset_BUSI_with_GT/benign/benign (307).png,manifests/prepared/busi_masks/benign/benign (307)_combined_mask.png,
benign_benign_308,data/Dataset_BUSI_with_GT/benign/benign (308).png,manifests/prepared/busi_masks/benign/benign (308)_combined_mask.png,
benign_benign_309,data/Dataset_BUSI_with_GT/benign/benign (309).png,manifests/prepared/busi_masks/benign/benign (309)_combined_mask.png,
benign_benign_31,data/Dataset_BUSI_with_GT/benign/benign (31).png,manifests/prepared/busi_masks/benign/benign (31)_combined_mask.png,
benign_benign_310,data/Dataset_BUSI_with_GT/benign/benign (310).png,manifests/prepared/busi_masks/benign/benign (310)_combined_mask.png,
benign_benign_311,data/Dataset_BUSI_with_GT/benign/benign (311).png,manifests/prepared/busi_masks/benign/benign (311)_combined_mask.png,
benign_benign_312,data/Dataset_BUSI_with_GT/benign/benign (312).png,manifests/prepared/busi_masks/benign/benign (312)_combined_mask.png,
benign_benign_313,data/Dataset_BUSI_with_GT/benign/benign (313).png,manifests/prepared/busi_masks/benign/benign (313)_combined_mask.png,
benign_benign_314,data/Dataset_BUSI_with_GT/benign/benign (314).png,manifests/prepared/busi_masks/benign/benign (314)_combined_mask.png,
benign_benign_315,data/Dataset_BUSI_with_GT/benign/benign (315).png,manifests/prepared/busi_masks/benign/benign (315)_combined_mask.png,
benign_benign_316,data/Dataset_BUSI_with_GT/benign/benign (316).png,manifests/prepared/busi_masks/benign/benign (316)_combined_mask.png,
benign_benign_317,data/Dataset_BUSI_with_GT/benign/benign (317).png,manifests/prepared/busi_masks/benign/benign (317)_combined_mask.png,
benign_benign_318,data/Dataset_BUSI_with_GT/benign/benign (318).png,manifests/prepared/busi_masks/benign/benign (318)_combined_mask.png,
benign_benign_319,data/Dataset_BUSI_with_GT/benign/benign (319).png,manifests/prepared/busi_masks/benign/benign (319)_combined_mask.png,
benign_benign_32,data/Dataset_BUSI_with_GT/benign/benign (32).png,manifests/prepared/busi_masks/benign/benign (32)_combined_mask.png,
benign_benign_320,data/Dataset_BUSI_with_GT/benign/benign (320).png,manifests/prepared/busi_masks/benign/benign (320)_combined_mask.png,
benign_benign_321,data/Dataset_BUSI_with_GT/benign/benign (321).png,manifests/prepared/busi_masks/benign/benign (321)_combined_mask.png,
benign_benign_322,data/Dataset_BUSI_with_GT/benign/benign (322).png,manifests/prepared/busi_masks/benign/benign (322)_combined_mask.png,
benign_benign_323,data/Dataset_BUSI_with_GT/benign/benign (323).png,manifests/prepared/busi_masks/benign/benign (323)_combined_mask.png,
benign_benign_324,data/Dataset_BUSI_with_GT/benign/benign (324).png,manifests/prepared/busi_masks/benign/benign (324)_combined_mask.png,
benign_benign_325,data/Dataset_BUSI_with_GT/benign/benign (325).png,manifests/prepared/busi_masks/benign/benign (325)_combined_mask.png,
benign_benign_326,data/Dataset_BUSI_with_GT/benign/benign (326).png,manifests/prepared/busi_masks/benign/benign (326)_combined_mask.png,
benign_benign_327,data/Dataset_BUSI_with_GT/benign/benign (327).png,manifests/prepared/busi_masks/benign/benign (327)_combined_mask.png,
benign_benign_328,data/Dataset_BUSI_with_GT/benign/benign (328).png,manifests/prepared/busi_masks/benign/benign (328)_combined_mask.png,
benign_benign_329,data/Dataset_BUSI_with_GT/benign/benign (329).png,manifests/prepared/busi_masks/benign/benign (329)_combined_mask.png,
benign_benign_33,data/Dataset_BUSI_with_GT/benign/benign (33).png,manifests/prepared/busi_masks/benign/benign (33)_combined_mask.png,
benign_benign_330,data/Dataset_BUSI_with_GT/benign/benign (330).png,manifests/prepared/busi_masks/benign/benign (330)_combined_mask.png,
benign_benign_331,data/Dataset_BUSI_with_GT/benign/benign (331).png,manifests/prepared/busi_masks/benign/benign (331)_combined_mask.png,
benign_benign_332,data/Dataset_BUSI_with_GT/benign/benign (332).png,manifests/prepared/busi_masks/benign/benign (332)_combined_mask.png,
benign_benign_333,data/Dataset_BUSI_with_GT/benign/benign (333).png,manifests/prepared/busi_masks/benign/benign (333)_combined_mask.png,
benign_benign_334,data/Dataset_BUSI_with_GT/benign/benign (334).png,manifests/prepared/busi_masks/benign/benign (334)_combined_mask.png,
benign_benign_335,data/Dataset_BUSI_with_GT/benign/benign (335).png,manifests/prepared/busi_masks/benign/benign (335)_combined_mask.png,
benign_benign_336,data/Dataset_BUSI_with_GT/benign/benign (336).png,manifests/prepared/busi_masks/benign/benign (336)_combined_mask.png,
benign_benign_337,data/Dataset_BUSI_with_GT/benign/benign (337).png,manifests/prepared/busi_masks/benign/benign (337)_combined_mask.png,
benign_benign_338,data/Dataset_BUSI_with_GT/benign/benign (338).png,manifests/prepared/busi_masks/benign/benign (338)_combined_mask.png,
benign_benign_339,data/Dataset_BUSI_with_GT/benign/benign (339).png,manifests/prepared/busi_masks/benign/benign (339)_combined_mask.png,
benign_benign_34,data/Dataset_BUSI_with_GT/benign/benign (34).png,manifests/prepared/busi_masks/benign/benign (34)_combined_mask.png,
benign_benign_340,data/Dataset_BUSI_with_GT/benign/benign (340).png,manifests/prepared/busi_masks/benign/benign (340)_combined_mask.png,
benign_benign_341,data/Dataset_BUSI_with_GT/benign/benign (341).png,manifests/prepared/busi_masks/benign/benign (341)_combined_mask.png,
benign_benign_342,data/Dataset_BUSI_with_GT/benign/benign (342).png,manifests/prepared/busi_masks/benign/benign (342)_combined_mask.png,
benign_benign_343,data/Dataset_BUSI_with_GT/benign/benign (343).png,manifests/prepared/busi_masks/benign/benign (343)_combined_mask.png,
benign_benign_344,data/Dataset_BUSI_with_GT/benign/benign (344).png,manifests/prepared/busi_masks/benign/benign (344)_combined_mask.png,
benign_benign_345,data/Dataset_BUSI_with_GT/benign/benign (345).png,manifests/prepared/busi_masks/benign/benign (345)_combined_mask.png,
benign_benign_346,data/Dataset_BUSI_with_GT/benign/benign (346).png,manifests/prepared/busi_masks/benign/benign (346)_combined_mask.png,
benign_benign_347,data/Dataset_BUSI_with_GT/benign/benign (347).png,manifests/prepared/busi_masks/benign/benign (347)_combined_mask.png,
benign_benign_348,data/Dataset_BUSI_with_GT/benign/benign (348).png,manifests/prepared/busi_masks/benign/benign (348)_combined_mask.png,
benign_benign_349,data/Dataset_BUSI_with_GT/benign/benign (349).png,manifests/prepared/busi_masks/benign/benign (349)_combined_mask.png,
benign_benign_35,data/Dataset_BUSI_with_GT/benign/benign (35).png,manifests/prepared/busi_masks/benign/benign (35)_combined_mask.png,
benign_benign_350,data/Dataset_BUSI_with_GT/benign/benign (350).png,manifests/prepared/busi_masks/benign/benign (350)_combined_mask.png,
benign_benign_351,data/Dataset_BUSI_with_GT/benign/benign (351).png,manifests/prepared/busi_masks/benign/benign (351)_combined_mask.png,
benign_benign_352,data/Dataset_BUSI_with_GT/benign/benign (352).png,manifests/prepared/busi_masks/benign/benign (352)_combined_mask.png,
benign_benign_353,data/Dataset_BUSI_with_GT/benign/benign (353).png,manifests/prepared/busi_masks/benign/benign (353)_combined_mask.png,
benign_benign_354,data/Dataset_BUSI_with_GT/benign/benign (354).png,manifests/prepared/busi_masks/benign/benign (354)_combined_mask.png,
benign_benign_355,data/Dataset_BUSI_with_GT/benign/benign (355).png,manifests/prepared/busi_masks/benign/benign (355)_combined_mask.png,
benign_benign_356,data/Dataset_BUSI_with_GT/benign/benign (356).png,manifests/prepared/busi_masks/benign/benign (356)_combined_mask.png,
benign_benign_357,data/Dataset_BUSI_with_GT/benign/benign (357).png,manifests/prepared/busi_masks/benign/benign (357)_combined_mask.png,
benign_benign_358,data/Dataset_BUSI_with_GT/benign/benign (358).png,manifests/prepared/busi_masks/benign/benign (358)_combined_mask.png,
benign_benign_359,data/Dataset_BUSI_with_GT/benign/benign (359).png,manifests/prepared/busi_masks/benign/benign (359)_combined_mask.png,
benign_benign_36,data/Dataset_BUSI_with_GT/benign/benign (36).png,manifests/prepared/busi_masks/benign/benign (36)_combined_mask.png,
benign_benign_360,data/Dataset_BUSI_with_GT/benign/benign (360).png,manifests/prepared/busi_masks/benign/benign (360)_combined_mask.png,
benign_benign_361,data/Dataset_BUSI_with_GT/benign/benign (361).png,manifests/prepared/busi_masks/benign/benign (361)_combined_mask.png,
benign_benign_362,data/Dataset_BUSI_with_GT/benign/benign (362).png,manifests/prepared/busi_masks/benign/benign (362)_combined_mask.png,
benign_benign_363,data/Dataset_BUSI_with_GT/benign/benign (363).png,manifests/prepared/busi_masks/benign/benign (363)_combined_mask.png,
benign_benign_364,data/Dataset_BUSI_with_GT/benign/benign (364).png,manifests/prepared/busi_masks/benign/benign (364)_combined_mask.png,
benign_benign_365,data/Dataset_BUSI_with_GT/benign/benign (365).png,manifests/prepared/busi_masks/benign/benign (365)_combined_mask.png,
benign_benign_366,data/Dataset_BUSI_with_GT/benign/benign (366).png,manifests/prepared/busi_masks/benign/benign (366)_combined_mask.png,
benign_benign_367,data/Dataset_BUSI_with_GT/benign/benign (367).png,manifests/prepared/busi_masks/benign/benign (367)_combined_mask.png,
benign_benign_368,data/Dataset_BUSI_with_GT/benign/benign (368).png,manifests/prepared/busi_masks/benign/benign (368)_combined_mask.png,
benign_benign_369,data/Dataset_BUSI_with_GT/benign/benign (369).png,manifests/prepared/busi_masks/benign/benign (369)_combined_mask.png,
benign_benign_37,data/Dataset_BUSI_with_GT/benign/benign (37).png,manifests/prepared/busi_masks/benign/benign (37)_combined_mask.png,
benign_benign_370,data/Dataset_BUSI_with_GT/benign/benign (370).png,manifests/prepared/busi_masks/benign/benign (370)_combined_mask.png,
benign_benign_371,data/Dataset_BUSI_with_GT/benign/benign (371).png,manifests/prepared/busi_masks/benign/benign (371)_combined_mask.png,
benign_benign_372,data/Dataset_BUSI_with_GT/benign/benign (372).png,manifests/prepared/busi_masks/benign/benign (372)_combined_mask.png,
benign_benign_373,data/Dataset_BUSI_with_GT/benign/benign (373).png,manifests/prepared/busi_masks/benign/benign (373)_combined_mask.png,
benign_benign_374,data/Dataset_BUSI_with_GT/benign/benign (374).png,manifests/prepared/busi_masks/benign/benign (374)_combined_mask.png,
benign_benign_375,data/Dataset_BUSI_with_GT/benign/benign (375).png,manifests/prepared/busi_masks/benign/benign (375)_combined_mask.png,
benign_benign_376,data/Dataset_BUSI_with_GT/benign/benign (376).png,manifests/prepared/busi_masks/benign/benign (376)_combined_mask.png,
benign_benign_377,data/Dataset_BUSI_with_GT/benign/benign (377).png,manifests/prepared/busi_masks/benign/benign (377)_combined_mask.png,
benign_benign_378,data/Dataset_BUSI_with_GT/benign/benign (378).png,manifests/prepared/busi_masks/benign/benign (378)_combined_mask.png,
benign_benign_379,data/Dataset_BUSI_with_GT/benign/benign (379).png,manifests/prepared/busi_masks/benign/benign (379)_combined_mask.png,
benign_benign_38,data/Dataset_BUSI_with_GT/benign/benign (38).png,manifests/prepared/busi_masks/benign/benign (38)_combined_mask.png,
benign_benign_380,data/Dataset_BUSI_with_GT/benign/benign (380).png,manifests/prepared/busi_masks/benign/benign (380)_combined_mask.png,
benign_benign_381,data/Dataset_BUSI_with_GT/benign/benign (381).png,manifests/prepared/busi_masks/benign/benign (381)_combined_mask.png,
benign_benign_382,data/Dataset_BUSI_with_GT/benign/benign (382).png,manifests/prepared/busi_masks/benign/benign (382)_combined_mask.png,
benign_benign_383,data/Dataset_BUSI_with_GT/benign/benign (383).png,manifests/prepared/busi_masks/benign/benign (383)_combined_mask.png,
benign_benign_384,data/Dataset_BUSI_with_GT/benign/benign (384).png,manifests/prepared/busi_masks/benign/benign (384)_combined_mask.png,
benign_benign_385,data/Dataset_BUSI_with_GT/benign/benign (385).png,manifests/prepared/busi_masks/benign/benign (385)_combined_mask.png,
benign_benign_386,data/Dataset_BUSI_with_GT/benign/benign (386).png,manifests/prepared/busi_masks/benign/benign (386)_combined_mask.png,
benign_benign_387,data/Dataset_BUSI_with_GT/benign/benign (387).png,manifests/prepared/busi_masks/benign/benign (387)_combined_mask.png,
benign_benign_388,data/Dataset_BUSI_with_GT/benign/benign (388).png,manifests/prepared/busi_masks/benign/benign (388)_combined_mask.png,
benign_benign_389,data/Dataset_BUSI_with_GT/benign/benign (389).png,manifests/prepared/busi_masks/benign/benign (389)_combined_mask.png,
benign_benign_39,data/Dataset_BUSI_with_GT/benign/benign (39).png,manifests/prepared/busi_masks/benign/benign (39)_combined_mask.png,
benign_benign_390,data/Dataset_BUSI_with_GT/benign/benign (390).png,manifests/prepared/busi_masks/benign/benign (390)_combined_mask.png,
benign_benign_391,data/Dataset_BUSI_with_GT/benign/benign (391).png,manifests/prepared/busi_masks/benign/benign (391)_combined_mask.png,
benign_benign_392,data/Dataset_BUSI_with_GT/benign/benign (392).png,manifests/prepared/busi_masks/benign/benign (392)_combined_mask.png,
benign_benign_393,data/Dataset_BUSI_with_GT/benign/benign (393).png,manifests/prepared/busi_masks/benign/benign (393)_combined_mask.png,
benign_benign_394,data/Dataset_BUSI_with_GT/benign/benign (394).png,manifests/prepared/busi_masks/benign/benign (394)_combined_mask.png,
benign_benign_395,data/Dataset_BUSI_with_GT/benign/benign (395).png,manifests/prepared/busi_masks/benign/benign (395)_combined_mask.png,
benign_benign_396,data/Dataset_BUSI_with_GT/benign/benign (396).png,manifests/prepared/busi_masks/benign/benign (396)_combined_mask.png,
benign_benign_397,data/Dataset_BUSI_with_GT/benign/benign (397).png,manifests/prepared/busi_masks/benign/benign (397)_combined_mask.png,
benign_benign_398,data/Dataset_BUSI_with_GT/benign/benign (398).png,manifests/prepared/busi_masks/benign/benign (398)_combined_mask.png,
benign_benign_399,data/Dataset_BUSI_with_GT/benign/benign (399).png,manifests/prepared/busi_masks/benign/benign (399)_combined_mask.png,
benign_benign_4,data/Dataset_BUSI_with_GT/benign/benign (4).png,manifests/prepared/busi_masks/benign/benign (4)_combined_mask.png,
benign_benign_40,data/Dataset_BUSI_with_GT/benign/benign (40).png,manifests/prepared/busi_masks/benign/benign (40)_combined_mask.png,
benign_benign_400,data/Dataset_BUSI_with_GT/benign/benign (400).png,manifests/prepared/busi_masks/benign/benign (400)_combined_mask.png,
benign_benign_401,data/Dataset_BUSI_with_GT/benign/benign (401).png,manifests/prepared/busi_masks/benign/benign (401)_combined_mask.png,
benign_benign_402,data/Dataset_BUSI_with_GT/benign/benign (402).png,manifests/prepared/busi_masks/benign/benign (402)_combined_mask.png,
benign_benign_403,data/Dataset_BUSI_with_GT/benign/benign (403).png,manifests/prepared/busi_masks/benign/benign (403)_combined_mask.png,
benign_benign_404,data/Dataset_BUSI_with_GT/benign/benign (404).png,manifests/prepared/busi_masks/benign/benign (404)_combined_mask.png,
benign_benign_405,data/Dataset_BUSI_with_GT/benign/benign (405).png,manifests/prepared/busi_masks/benign/benign (405)_combined_mask.png,
benign_benign_406,data/Dataset_BUSI_with_GT/benign/benign (406).png,manifests/prepared/busi_masks/benign/benign (406)_combined_mask.png,
benign_benign_407,data/Dataset_BUSI_with_GT/benign/benign (407).png,manifests/prepared/busi_masks/benign/benign (407)_combined_mask.png,
benign_benign_408,data/Dataset_BUSI_with_GT/benign/benign (408).png,manifests/prepared/busi_masks/benign/benign (408)_combined_mask.png,
benign_benign_409,data/Dataset_BUSI_with_GT/benign/benign (409).png,manifests/prepared/busi_masks/benign/benign (409)_combined_mask.png,
benign_benign_41,data/Dataset_BUSI_with_GT/benign/benign (41).png,manifests/prepared/busi_masks/benign/benign (41)_combined_mask.png,
benign_benign_410,data/Dataset_BUSI_with_GT/benign/benign (410).png,manifests/prepared/busi_masks/benign/benign (410)_combined_mask.png,
benign_benign_411,data/Dataset_BUSI_with_GT/benign/benign (411).png,manifests/prepared/busi_masks/benign/benign (411)_combined_mask.png,
benign_benign_412,data/Dataset_BUSI_with_GT/benign/benign (412).png,manifests/prepared/busi_masks/benign/benign (412)_combined_mask.png,
benign_benign_413,data/Dataset_BUSI_with_GT/benign/benign (413).png,manifests/prepared/busi_masks/benign/benign (413)_combined_mask.png,
benign_benign_414,data/Dataset_BUSI_with_GT/benign/benign (414).png,manifests/prepared/busi_masks/benign/benign (414)_combined_mask.png,
benign_benign_415,data/Dataset_BUSI_with_GT/benign/benign (415).png,manifests/prepared/busi_masks/benign/benign (415)_combined_mask.png,
benign_benign_416,data/Dataset_BUSI_with_GT/benign/benign (416).png,manifests/prepared/busi_masks/benign/benign (416)_combined_mask.png,
benign_benign_417,data/Dataset_BUSI_with_GT/benign/benign (417).png,manifests/prepared/busi_masks/benign/benign (417)_combined_mask.png,
benign_benign_418,data/Dataset_BUSI_with_GT/benign/benign (418).png,manifests/prepared/busi_masks/benign/benign (418)_combined_mask.png,
benign_benign_419,data/Dataset_BUSI_with_GT/benign/benign (419).png,manifests/prepared/busi_masks/benign/benign (419)_combined_mask.png,
benign_benign_42,data/Dataset_BUSI_with_GT/benign/benign (42).png,manifests/prepared/busi_masks/benign/benign (42)_combined_mask.png,
benign_benign_420,data/Dataset_BUSI_with_GT/benign/benign (420).png,manifests/prepared/busi_masks/benign/benign (420)_combined_mask.png,
benign_benign_421,data/Dataset_BUSI_with_GT/benign/benign (421).png,manifests/prepared/busi_masks/benign/benign (421)_combined_mask.png,
benign_benign_422,data/Dataset_BUSI_with_GT/benign/benign (422).png,manifests/prepared/busi_masks/benign/benign (422)_combined_mask.png,
benign_benign_423,data/Dataset_BUSI_with_GT/benign/benign (423).png,manifests/prepared/busi_masks/benign/benign (423)_combined_mask.png,
benign_benign_424,data/Dataset_BUSI_with_GT/benign/benign (424).png,manifests/prepared/busi_masks/benign/benign (424)_combined_mask.png,
benign_benign_425,data/Dataset_BUSI_with_GT/benign/benign (425).png,manifests/prepared/busi_masks/benign/benign (425)_combined_mask.png,
benign_benign_426,data/Dataset_BUSI_with_GT/benign/benign (426).png,manifests/prepared/busi_masks/benign/benign (426)_combined_mask.png,
benign_benign_427,data/Dataset_BUSI_with_GT/benign/benign (427).png,manifests/prepared/busi_masks/benign/benign (427)_combined_mask.png,
benign_benign_428,data/Dataset_BUSI_with_GT/benign/benign (428).png,manifests/prepared/busi_masks/benign/benign (428)_combined_mask.png,
benign_benign_429,data/Dataset_BUSI_with_GT/benign/benign (429).png,manifests/prepared/busi_masks/benign/benign (429)_combined_mask.png,
benign_benign_43,data/Dataset_BUSI_with_GT/benign/benign (43).png,manifests/prepared/busi_masks/benign/benign (43)_combined_mask.png,
benign_benign_430,data/Dataset_BUSI_with_GT/benign/benign (430).png,manifests/prepared/busi_masks/benign/benign (430)_combined_mask.png,
benign_benign_431,data/Dataset_BUSI_with_GT/benign/benign (431).png,manifests/prepared/busi_masks/benign/benign (431)_combined_mask.png,
benign_benign_432,data/Dataset_BUSI_with_GT/benign/benign (432).png,manifests/prepared/busi_masks/benign/benign (432)_combined_mask.png,
benign_benign_433,data/Dataset_BUSI_with_GT/benign/benign (433).png,manifests/prepared/busi_masks/benign/benign (433)_combined_mask.png,
benign_benign_434,data/Dataset_BUSI_with_GT/benign/benign (434).png,manifests/prepared/busi_masks/benign/benign (434)_combined_mask.png,
benign_benign_435,data/Dataset_BUSI_with_GT/benign/benign (435).png,manifests/prepared/busi_masks/benign/benign (435)_combined_mask.png,
benign_benign_436,data/Dataset_BUSI_with_GT/benign/benign (436).png,manifests/prepared/busi_masks/benign/benign (436)_combined_mask.png,
benign_benign_437,data/Dataset_BUSI_with_GT/benign/benign (437).png,manifests/prepared/busi_masks/benign/benign (437)_combined_mask.png,
benign_benign_44,data/Dataset_BUSI_with_GT/benign/benign (44).png,manifests/prepared/busi_masks/benign/benign (44)_combined_mask.png,
benign_benign_45,data/Dataset_BUSI_with_GT/benign/benign (45).png,manifests/prepared/busi_masks/benign/benign (45)_combined_mask.png,
benign_benign_46,data/Dataset_BUSI_with_GT/benign/benign (46).png,manifests/prepared/busi_masks/benign/benign (46)_combined_mask.png,
benign_benign_47,data/Dataset_BUSI_with_GT/benign/benign (47).png,manifests/prepared/busi_masks/benign/benign (47)_combined_mask.png,
benign_benign_48,data/Dataset_BUSI_with_GT/benign/benign (48).png,manifests/prepared/busi_masks/benign/benign (48)_combined_mask.png,
benign_benign_49,data/Dataset_BUSI_with_GT/benign/benign (49).png,manifests/prepared/busi_masks/benign/benign (49)_combined_mask.png,
benign_benign_5,data/Dataset_BUSI_with_GT/benign/benign (5).png,manifests/prepared/busi_masks/benign/benign (5)_combined_mask.png,
benign_benign_50,data/Dataset_BUSI_with_GT/benign/benign (50).png,manifests/prepared/busi_masks/benign/benign (50)_combined_mask.png,
benign_benign_51,data/Dataset_BUSI_with_GT/benign/benign (51).png,manifests/prepared/busi_masks/benign/benign (51)_combined_mask.png,
benign_benign_52,data/Dataset_BUSI_with_GT/benign/benign (52).png,manifests/prepared/busi_masks/benign/benign (52)_combined_mask.png,
benign_benign_53,data/Dataset_BUSI_with_GT/benign/benign (53).png,manifests/prepared/busi_masks/benign/benign (53)_combined_mask.png,
benign_benign_54,data/Dataset_BUSI_with_GT/benign/benign (54).png,manifests/prepared/busi_masks/benign/benign (54)_combined_mask.png,
benign_benign_55,data/Dataset_BUSI_with_GT/benign/benign (55).png,manifests/prepared/busi_masks/benign/benign (55)_combined_mask.png,
benign_benign_56,data/Dataset_BUSI_with_GT/benign/benign (56).png,manifests/prepared/busi_masks/benign/benign (56)_combined_mask.png,
benign_benign_57,data/Dataset_BUSI_with_GT/benign/benign (57).png,manifests/prepared/busi_masks/benign/benign (57)_combined_mask.png,
benign_benign_58,data/Dataset_BUSI_with_GT/benign/benign (58).png,manifests/prepared/busi_masks/benign/benign (58)_combined_mask.png,
benign_benign_59,data/Dataset_BUSI_with_GT/benign/benign (59).png,manifests/prepared/busi_masks/benign/benign (59)_combined_mask.png,
benign_benign_6,data/Dataset_BUSI_with_GT/benign/benign (6).png,manifests/prepared/busi_masks/benign/benign (6)_combined_mask.png,
benign_benign_60,data/Dataset_BUSI_with_GT/benign/benign (60).png,manifests/prepared/busi_masks/benign/benign (60)_combined_mask.png,
benign_benign_61,data/Dataset_BUSI_with_GT/benign/benign (61).png,manifests/prepared/busi_masks/benign/benign (61)_combined_mask.png,
benign_benign_62,data/Dataset_BUSI_with_GT/benign/benign (62).png,manifests/prepared/busi_masks/benign/benign (62)_combined_mask.png,
benign_benign_63,data/Dataset_BUSI_with_GT/benign/benign (63).png,manifests/prepared/busi_masks/benign/benign (63)_combined_mask.png,
benign_benign_64,data/Dataset_BUSI_with_GT/benign/benign (64).png,manifests/prepared/busi_masks/benign/benign (64)_combined_mask.png,
benign_benign_65,data/Dataset_BUSI_with_GT/benign/benign (65).png,manifests/prepared/busi_masks/benign/benign (65)_combined_mask.png,
benign_benign_66,data/Dataset_BUSI_with_GT/benign/benign (66).png,manifests/prepared/busi_masks/benign/benign (66)_combined_mask.png,
benign_benign_67,data/Dataset_BUSI_with_GT/benign/benign (67).png,manifests/prepared/busi_masks/benign/benign (67)_combined_mask.png,
benign_benign_68,data/Dataset_BUSI_with_GT/benign/benign (68).png,manifests/prepared/busi_masks/benign/benign (68)_combined_mask.png,
benign_benign_69,data/Dataset_BUSI_with_GT/benign/benign (69).png,manifests/prepared/busi_masks/benign/benign (69)_combined_mask.png,
benign_benign_7,data/Dataset_BUSI_with_GT/benign/benign (7).png,manifests/prepared/busi_masks/benign/benign (7)_combined_mask.png,
benign_benign_70,data/Dataset_BUSI_with_GT/benign/benign (70).png,manifests/prepared/busi_masks/benign/benign (70)_combined_mask.png,
benign_benign_71,data/Dataset_BUSI_with_GT/benign/benign (71).png,manifests/prepared/busi_masks/benign/benign (71)_combined_mask.png,
benign_benign_72,data/Dataset_BUSI_with_GT/benign/benign (72).png,manifests/prepared/busi_masks/benign/benign (72)_combined_mask.png,
benign_benign_73,data/Dataset_BUSI_with_GT/benign/benign (73).png,manifests/prepared/busi_masks/benign/benign (73)_combined_mask.png,
benign_benign_74,data/Dataset_BUSI_with_GT/benign/benign (74).png,manifests/prepared/busi_masks/benign/benign (74)_combined_mask.png,
benign_benign_75,data/Dataset_BUSI_with_GT/benign/benign (75).png,manifests/prepared/busi_masks/benign/benign (75)_combined_mask.png,
benign_benign_76,data/Dataset_BUSI_with_GT/benign/benign (76).png,manifests/prepared/busi_masks/benign/benign (76)_combined_mask.png,
benign_benign_77,data/Dataset_BUSI_with_GT/benign/benign (77).png,manifests/prepared/busi_masks/benign/benign (77)_combined_mask.png,
benign_benign_78,data/Dataset_BUSI_with_GT/benign/benign (78).png,manifests/prepared/busi_masks/benign/benign (78)_combined_mask.png,
benign_benign_79,data/Dataset_BUSI_with_GT/benign/benign (79).png,manifests/prepared/busi_masks/benign/benign (79)_combined_mask.png,
benign_benign_8,data/Dataset_BUSI_with_GT/benign/benign (8).png,manifests/prepared/busi_masks/benign/benign (8)_combined_mask.png,
